age,gender,profiles,cases,score
23,Male,1,1,
,Male,2,0,
28,Male,1,0,
19,Male,1,0,
21,Male,2,0,
19,Male,1,0,
,Male,1,0,
31,Male,1,1,
20,Male,1,1,
29,Male,1,1,
24,Female,1,1,5
23,Male,1,1,5
,Female,3,0,
27,Male,6,0,
22,Male,1,0,
,Male,1,0,
112,Male,1,0,
,Male,2,1,5
43,Male,1,0,
38,Male,1,1,
22,Male,1,1,
25,Male,1,0,
22,Male,1,1,5
51,Female,1,0,
,Male,2,0,
33,Male,3,1,
,Male,2,0,
25,Female,1,1,
26,Male,1,3,
27,Male,1,0,
19,Male,1,0,
34,Male,1,0,
38,Male,1,0,
19,Male,1,1,4
23,Female,1,0,
17,Male,1,0,
42,Female,1,0,
22,Male,1,0,
46,Female,2,1,
22,Male,1,0,
24,Female,1,1,
30,Male,1,0,
,Male,1,0,
25,Male,1,1,
23,Male,1,1,
25,Male,1,1,
,Male,1,0,
32,Female,1,1,
39,Male,1,0,
24,Male,2,1,
20,Male,1,0,
19,Male,1,0,
40,Male,1,1,5
24,Male,1,0,
21,Male,1,1,5
23,Male,1,0,
22,Female,1,0,
19,Male,1,1,
25,Male,2,1,5
24,Male,1,1,5
42,Male,3,0,
,Male,2,0,
34,Female,1,1,5
,Male,1,0,
22,Male,1,1,
49,Male,2,1,
,Male,1,0,
19,Male,1,0,
35,Male,1,0,
,Male,1,0,
20,Male,1,1,
25,Male,1,0,
35,Male,1,0,
,Male,3,0,
24,Male,2,0,
27,Male,1,1,
,Male,2,1,
,Male,1,0,
26,Male,1,0,
26,Male,1,0,
24,Female,1,0,
22,Male,1,0,
22,Male,2,0,
22,Male,2,0,
21,Female,1,0,
,Male,1,0,
20,Male,1,1,5
,Male,1,0,
30,Male,1,1,
,Female,2,1,
20,Male,1,0,
,Male,2,0,
,Male,1,0,
,Male,2,0,
25,Male,1,0,
22,Male,1,4,
26,Female,2,0,
23,Male,1,1,
18,Male,1,0,
18,Male,1,0,
13,Male,1,0,
27,Male,1,1,
,Male,2,0,
28,Male,1,0,
21,Male,1,0,
20,Male,1,1,
39,Male,1,1,
35,Male,1,0,
23,Female,1,0,
22,Female,1,1,
22,Female,1,0,
20,Female,1,1,
26,Male,2,0,
,Female,1,0,
,Male,2,0,
21,Male,1,1,5
,Male,1,0,
34,Male,1,0,
30,Male,1,0,
19,Male,1,0,
790,Male,1,0,
26,Male,3,1,5
25,Female,1,1,
25,Female,1,0,
20,Male,1,0,
20,Male,1,0,
,Female,1,0,
,Female,2,0,
14,Male,1,0,
,Male,1,0,
,Female,2,0,
20,Male,1,0,
20,Female,1,1,
,Male,2,0,
25,Male,1,0,
42,Female,3,0,
19,Female,1,1,
25,Male,1,1,
44,Male,1,1,
25,Female,1,1,5
23,Female,1,0,
21,Male,1,1,4
,Male,2,0,
19,Male,1,1,
47,Male,1,0,
,Male,1,0,
17,Male,1,0,
,Male,1,0,
,Male,1,0,
28,Female,1,1,5
20,Male,1,0,
,Female,2,1,4
22,Male,1,1,5
33,Male,1,2,5
22,Male,1,0,
,Female,3,0,
26,Male,2,0,
22,Male,1,1,
204,Male,2,0,
24,Female,1,0,
22,Male,1,1,
23,Male,1,0,
24,Male,1,0,
26,Female,1,0,
25,Male,1,0,
17,Male,1,0,
31,Male,4,1,
30,Female,2,0,
,Male,2,1,
25,Male,1,1,
17,Male,1,0,
24,Male,1,0,
23,Female,1,1,
26,Male,1,1,
21,Male,1,0,
18,Male,1,1,
20,Male,1,1,
21,Female,1,1,5
,Male,1,0,
59,Male,1,0,
23,Male,1,0,
35,Male,1,1,
,Female,1,0,
18,Female,1,0,
,Male,1,0,
24,Male,1,0,
18,Male,1,1,5
24,Female,1,1,5
23,Female,1,0,
21,Male,1,1,
30,Male,1,1,5
36,Female,6,7,5
22,Male,1,0,
26,Male,1,0,
26,Male,1,1,5
,Male,1,0,
16,Male,2,0,
27,Male,1,1,
27,Female,2,1,
,Male,2,0,
21,Male,1,1,
18,Male,1,0,
17,Female,1,0,
23,Female,1,1,
22,Male,1,1,5
23,Male,1,4,
30,Male,1,1,
19,Female,1,0,
34,Male,1,1,5
30,Male,1,0,
25,Female,1,0,
20,Male,1,1,
,Male,1,0,
,Male,2,0,
38,Female,1,0,
25,Female,1,0,
22,Male,1,0,
23,Male,1,0,
31,Male,1,1,5
19,Male,1,0,
,Male,1,0,
30,Male,1,0,
,Male,2,0,
20,Male,1,0,
19,Male,1,1,
28,Male,1,0,
26,Female,1,0,
43,Male,1,0,
17,Female,1,0,
,Male,2,0,
,Male,3,0,
26,Male,1,0,
25,Female,1,1,
22,Female,1,1,
,Female,2,1,5
18,Male,1,1,
33,Male,1,1,
31,Male,1,0,
,Male,1,0,
24,Male,1,1,
24,Male,1,1,1
,Male,1,0,
30,Male,1,1,
22,Male,1,0,
22,Female,1,1,5
28,Male,1,0,
,Female,2,0,
12,Male,1,0,
31,Male,1,1,
30,Male,1,1,5
26,Male,1,1,
18,Others,1,0,
20,Male,1,0,
54,Female,5,1,
,Male,1,0,
20,Male,1,1,
27,Male,1,0,
24,Female,1,1,
19,Male,1,1,
31,Male,1,0,
21,Male,1,0,
26,Male,1,0,
19,Female,1,1,
32,Male,1,0,
,Female,3,1,
22,Female,1,1,
46,Female,3,1,
,Male,1,0,
23,Female,1,1,
19,Male,1,0,
29,Male,2,2,5
26,Male,1,1,
22,Male,1,0,
27,Male,1,0,
20,Female,1,0,
20,Male,1,1,
93,Male,1,0,
28,Male,2,2,
34,Female,1,0,
47,Male,2,1,
25,Male,1,1,
29,Male,1,0,
34,Male,2,0,
,Others,2,0,
25,Male,2,1,
29,Male,1,1,5
22,Male,1,0,
,Male,2,1,
,Male,1,0,
25,Male,1,0,
32,Male,2,0,
26,Male,1,1,
19,Male,1,0,
25,Male,1,1,
23,Male,1,0,
23,Male,1,0,
26,Male,1,1,
,Male,3,1,
31,Male,1,0,
24,Male,1,1,
25,Male,1,1,5
22,Female,1,1,
28,Female,1,1,
50,Female,1,1,
,Male,1,0,
29,Male,1,0,
18,Female,2,1,
20,Male,1,0,
30,Male,1,0,
23,Male,1,1,
28,Male,1,1,
19,Male,1,1,5
27,Male,1,1,5
30,Male,1,0,
27,Female,1,2,
21,Male,1,1,4
,Female,2,0,
29,Male,1,0,
23,Female,1,1,
22,Male,1,1,
27,Female,1,0,
,Male,1,0,
29,Male,1,1,
21,Male,2,1,
18,Female,2,0,
26,Male,1,0,
19,Male,1,1,
28,Male,1,1,
32,Male,1,0,
19,Male,2,0,
19,Female,1,0,
22,Female,1,1,
,Female,2,0,
18,Male,1,1,
23,Male,1,1,
23,Male,1,0,
,Male,1,0,
35,Male,1,1,
,Male,2,0,
28,Female,2,1,4
33,Male,1,1,
23,Male,2,0,
29,Male,1,0,
,Male,1,0,
30,Female,1,1,
12,Male,1,0,
22,Male,2,0,
25,Male,1,1,
46,Female,1,0,
22,Male,1,0,
18,Male,1,1,
18,Male,1,0,
24,Female,1,0,
22,Male,1,0,
22,Male,1,0,
,Female,1,0,
35,Male,1,1,5
28,Male,1,0,
,Male,1,0,
15,Male,1,0,
19,Male,1,1,5
25,Male,1,0,
23,Male,1,1,
44,Female,1,1,
22,Male,1,0,
15,Male,1,0,
27,Male,1,1,
17,Female,1,0,
24,Male,1,0,
,Male,1,0,
25,Male,1,0,
,Male,2,0,
,Male,1,0,
23,Male,1,1,
,Male,3,0,
22,Male,1,0,
20,Male,3,0,
29,Female,1,0,
21,Male,1,0,
45,Male,2,1,
32,Male,1,0,
22,Male,1,0,
26,Male,1,0,
,Male,3,1,
22,Male,1,1,
,Male,1,0,
,Male,1,0,
29,Male,1,1,
23,Male,1,0,
,Male,3,0,
22,Male,1,0,
39,Male,1,0,
19,Male,1,0,
19,Male,1,1,
,Female,1,0,
,Male,1,0,
23,Male,2,1,
19,Male,1,0,
25,Male,1,0,
,Male,2,1,
29,Male,1,1,
33,Female,1,0,
16,Male,1,0,
33,Male,1,1,
22,Male,1,1,
36,Female,1,0,
24,Male,1,2,5
17,Male,5,1,
29,Male,1,1,
23,Male,1,1,
19,Female,1,0,
28,Female,1,2,
,Male,3,0,
32,Female,1,0,
18,Male,1,0,
,Male,1,0,
24,Male,1,1,
22,Female,1,0,
27,Male,1,1,
25,Male,1,0,
30,Female,1,1,
17,Male,1,0,
27,Male,1,1,5
18,Male,1,0,
,Others,1,0,
30,Male,1,1,
,Female,2,1,
20,Male,1,0,
,Female,2,0,
24,Male,1,0,
21,Female,1,0,
21,Male,1,2,5
,Male,1,0,
20,Female,1,0,
,Male,1,0,
,Male,3,0,
20,Male,1,0,
27,Male,1,1,5
18,Female,1,0,
38,Male,1,0,
26,Male,1,1,
,Male,2,0,
25,Male,1,1,
23,Male,1,0,
20,Male,1,0,
22,Male,1,0,
23,Male,1,1,5
27,Male,1,0,
22,Male,1,0,
,Male,2,0,
36,Male,3,1,3
24,Male,1,0,
21,Male,1,0,
29,Female,1,0,
29,Female,1,0,
,Male,2,0,
31,Female,1,0,
26,Male,1,1,2
26,Male,1,0,
,Male,1,0,
25,Male,1,1,5
,Male,1,0,
24,Male,1,1,5
28,Male,1,0,
34,Male,1,0,
,Female,3,0,
17,Female,1,0,
30,Female,1,1,
21,Female,1,0,
24,Female,1,0,
20,Male,1,0,
20,Male,1,0,
24,Male,1,0,
30,Male,1,1,
,Male,1,0,
16,Female,1,0,
34,Male,1,1,
26,Male,1,1,
17,Male,1,0,
,Male,1,0,
23,Male,1,1,
24,Male,1,1,4
37,Male,3,1,5
29,Male,1,0,
24,Male,1,0,
37,Male,1,1,
20,Male,2,1,
21,Male,1,1,
,Male,1,0,
19,Female,1,1,5
,Male,1,0,
19,Male,2,0,
23,Male,1,1,
33,Female,1,0,
,Male,1,0,
21,Male,1,0,
22,Male,1,1,5
,Male,1,0,
,Male,2,0,
22,Male,1,1,5
26,Male,2,3,5
24,Male,1,0,
,Female,2,1,5
20,Male,1,1,5
20,Male,1,0,
11,Male,1,0,
23,Male,1,0,
,Male,1,0,
23,Male,1,1,
15,Male,1,0,
,Female,2,1,
19,Female,1,1,
,Male,2,1,
19,Female,1,1,
19,Male,1,0,
19,Male,1,0,
22,Female,1,1,
24,Male,1,1,
27,Female,1,0,
37,Male,1,0,
20,Male,1,0,
,Female,1,0,
14,Male,1,0,
24,Male,2,0,
21,Male,1,1,
19,Male,1,0,
,Male,1,0,
21,Female,2,1,
18,Male,1,0,
18,Male,1,1,
26,Female,1,1,
24,Male,1,0,
,Male,2,0,
25,Female,1,0,
28,Female,4,0,
20,Female,1,0,
31,Female,1,0,
20,Male,1,0,
,Male,2,0,
,Male,2,0,
17,Male,1,0,
26,Male,1,1,
,Male,2,1,
36,Male,1,0,
23,Male,1,1,5
,Male,2,1,
,Male,1,0,
15,Male,1,0,
33,Female,1,1,
22,Male,1,1,
19,Male,1,0,
16,Male,1,0,
,Male,1,0,
17,Male,1,0,
17,Male,1,0,
26,Male,1,0,
20,Female,2,0,
29,Female,1,1,5
,Male,2,0,
24,Male,1,0,
48,Female,1,1,
42,Female,1,1,5
19,Male,1,0,
20,Male,1,1,
20,Female,1,1,
,Male,1,0,
21,Male,2,0,
32,Male,1,0,
22,Male,1,0,
,Male,1,0,
25,Male,1,0,
23,Male,1,0,
,Male,2,0,
27,Female,1,1,5
16,Male,2,0,
,Male,2,0,
24,Female,2,1,
25,Female,1,0,
22,Female,1,0,
22,Male,1,1,5
16,Male,1,0,
,Male,2,0,
,Male,1,0,
123,Male,2,0,
20,Female,1,0,
,Male,2,0,
25,Male,1,0,
19,Male,1,0,
,Male,1,0,
22,Male,2,0,
26,Female,1,0,
30,Male,1,1,
26,Male,1,1,
,Male,1,0,
29,Female,1,0,
16,Male,1,0,
34,Male,1,0,
20,Male,1,0,
24,Male,1,0,
23,Female,1,0,
,Male,3,0,
,Male,2,0,
19,Female,1,1,
24,Male,3,1,
,Male,2,0,
,Female,2,0,
,Female,2,0,
,Male,1,0,
35,Male,1,0,
25,Female,1,1,
32,Female,2,0,
30,Male,3,1,5
22,Female,1,0,
20,Male,1,0,
33,Male,1,0,
,Male,1,0,
20,Female,2,1,
,Female,1,0,
,Male,1,0,
27,Male,1,1,5
,Male,2,1,
,Others,2,1,
28,Male,1,1,5
25,Male,1,0,
20,Female,1,0,
26,Female,2,1,
24,Male,1,0,
25,Male,2,2,5
36,Male,2,1,
28,Female,1,0,
17,Female,1,0,
19,Male,1,1,5
17,Male,1,0,
,Male,2,0,
34,Male,1,1,
19,Male,1,0,
23,Female,1,1,5
32,Male,1,0,
111,Male,1,0,
14,Male,1,0,
,Male,3,0,
28,Male,1,1,
26,Male,1,0,
24,Male,3,2,5
23,Male,1,1,5
21,Female,1,0,
25,Male,1,1,3
25,Female,1,1,
,Male,2,0,
31,Male,1,1,5
19,Female,1,1,
,Male,2,0,
,Female,1,0,
,Female,2,0,
27,Male,1,2,5
28,Female,1,2,
30,Male,1,1,
25,Male,1,0,
,Male,2,0,
,Female,2,0,
21,Male,1,0,
23,Male,1,0,
14,Others,2,0,
25,Male,1,1,
,Male,1,0,
18,Male,1,0,
19,Female,1,1,
30,Male,1,1,5
,Male,1,0,
,Female,2,0,
20,Male,1,1,
,Male,4,1,
20,Male,2,1,
,Male,1,0,
,Male,1,0,
,Male,2,0,
36,Male,1,1,
24,Male,1,1,5
31,Male,1,0,
23,Male,1,0,
32,Male,1,0,
24,Male,1,0,
23,Female,1,0,
,Male,2,0,
,Male,1,0,
26,Male,1,0,
25,Male,1,0,
15,Male,2,1,
,Female,2,1,
,Female,2,1,
22,Male,1,1,5
20,Male,1,0,
17,Male,1,0,
25,Male,1,1,5
,Male,2,0,
24,Male,1,0,
28,Female,1,1,
24,Female,1,1,5
,Female,1,0,
21,Female,1,0,
26,Female,1,0,
,Female,1,0,
,Male,2,0,
38,Female,1,0,
26,Female,1,0,
,Male,2,0,
33,Male,1,1,5
29,Male,1,0,
33,Male,1,0,
25,Male,1,0,
21,Male,2,0,
28,Male,1,0,
35,Male,2,0,
22,Male,1,1,
33,Male,1,0,
35,Male,1,1,
21,Male,1,0,
28,Female,1,0,
22,Female,1,1,
19,Male,1,1,
,Female,5,0,
18,Male,1,1,
22,Male,1,1,
25,Female,1,1,
25,Female,1,1,
,Male,2,0,
22,Female,1,1,
28,Male,1,1,
33,Male,1,1,
23,Female,1,1,
20,Female,1,1,5
23,Male,1,0,
22,Male,1,0,
24,Male,1,1,5
26,Male,1,0,
25,Male,1,1,
19,Female,2,1,
,Male,1,0,
27,Male,1,0,
27,Male,1,1,
,Male,2,1,5
30,Male,2,0,
27,Male,1,0,
,Others,1,0,
,Male,3,1,5
23,Female,1,0,
25,Male,1,1,
,Male,1,0,
32,Male,1,0,
,Male,1,0,
17,Male,1,0,
31,Female,1,1,5
,Male,1,0,
30,Female,1,0,
19,Male,1,0,
21,Male,1,0,
18,Male,1,0,
22,Male,1,0,
30,Male,1,1,
27,Male,1,0,
23,Male,1,0,
,Male,1,0,
,Male,1,0,
25,Male,2,0,
24,Male,1,1,
,Male,1,0,
21,Male,1,1,
24,Female,2,0,
,Male,1,0,
28,Male,2,1,
,Female,1,0,
,Male,2,1,5
,Male,1,0,
24,Female,2,2,
,Male,1,0,
23,Male,1,0,
31,Male,1,0,
,Male,3,2,
,Male,1,0,
20,Female,3,1,
,Female,1,0,
25,Male,1,0,
,Female,1,0,
,Male,1,0,
27,Male,1,0,
,Female,1,0,
25,Male,1,0,
31,Male,1,1,5
27,Female,1,0,
20,Male,3,1,
,Female,1,0,
23,Male,1,0,
28,Female,1,0,
26,Female,1,0,
,Female,1,0,
26,Male,1,1,5
,Male,1,0,
26,Female,2,0,
,Male,2,0,
22,Male,1,0,
,Male,1,0,
,Male,1,0,
21,Male,1,0,
38,Male,1,0,
24,Male,1,1,
,Female,1,0,
26,Female,1,1,
,Male,1,0,
30,Male,1,1,5
,Male,1,0,
,Female,1,0,
23,Female,1,0,
25,Female,1,1,5
,Male,1,0,
27,Male,1,1,
,Male,2,0,
,Male,1,0,
24,Female,1,0,
,Male,1,0,
,Male,1,0,
22,Male,1,0,
19,Male,1,1,5
,Male,1,0,
26,Male,2,5,5
23,Male,1,0,
19,Male,1,1,5
,Female,1,0,
,Female,2,0,
19,Male,1,1,
18,Male,1,0,
26,Female,1,1,
31,Male,2,1,5
,Female,1,0,
,Male,1,0,
,Female,1,0,
24,Male,2,1,4
21,Female,1,1,5
24,Male,1,0,
,Male,1,0,
19,Male,1,1,
,Male,1,0,
27,Male,2,1,
28,Female,1,0,
23,Male,1,1,
23,Male,1,0,
,Male,1,0,
,Male,2,0,
24,Female,1,1,
24,Male,1,1,5
24,Male,1,1,5
,Female,1,0,
30,Male,1,1,
,Female,1,0,
20,Male,1,1,
,Male,2,0,
,Female,2,1,
29,Female,1,0,
20,Female,3,1,4
35,Male,1,0,
30,Female,1,0,
,Female,2,1,
,Male,2,0,
26,Male,1,1,
16,Male,1,0,
30,Male,1,1,
22,Female,1,1,4
,Male,1,0,
,Male,1,0,
19,Male,1,1,
17,Male,2,0,
,Male,1,0,
34,Male,1,1,
28,Male,1,0,
21,Male,1,3,3
24,Male,1,1,5
22,Female,1,1,
32,Female,1,0,
19,Male,1,0,
,Male,2,0,
25,Male,3,1,
14,Male,1,0,
22,Male,1,1,
12,Female,1,0,
26,Male,1,0,
30,Male,1,0,
31,Male,1,3,
19,Male,1,1,5
,Female,2,1,
27,Female,1,1,5
21,Female,4,0,
,Others,1,0,
19,Male,2,1,
23,Male,1,3,
17,Female,1,1,5
,Male,1,0,
,Male,2,1,5
,Male,2,1,5
19,Male,2,0,
19,Male,1,0,
,Male,1,0,
30,Male,1,1,5
24,Male,2,0,
30,Male,3,2,
32,Male,1,0,
18,Male,2,1,
27,Male,1,1,
26,Female,1,0,
,Male,1,0,
22,Male,2,0,
24,Male,1,0,
19,Male,2,0,
21,Male,1,1,
73,Male,2,1,
,Female,3,0,
25,Male,1,0,
,Male,1,0,
17,Male,1,0,
30,Female,2,1,
29,Male,1,0,
,Male,1,0,
11,Male,1,0,
19,Male,1,0,
48,Male,1,1,
,Male,2,0,
,Male,1,0,
31,Male,1,0,
18,Female,1,1,
29,Male,2,0,
,Male,1,0,
30,Male,3,0,
28,Male,1,1,5
,Female,1,0,
22,Female,1,1,
,Others,1,0,
24,Female,1,1,5
27,Male,1,1,
30,Male,2,1,5
,Male,1,0,
24,Male,1,0,
,Male,4,0,
29,Female,1,0,
,Male,1,0,
,Male,1,0,
27,Male,1,1,
,Male,1,0,
23,Female,1,1,4
,Male,1,0,
28,Male,1,1,4
23,Male,1,0,
17,Male,1,0,
,Male,2,1,
23,Male,1,0,
17,Female,1,1,
19,Female,1,0,
33,Male,2,1,5
27,Female,1,1,
23,Male,1,1,
43,Male,1,0,
,Female,2,1,
30,Male,2,0,
43,Male,2,0,
,Male,2,1,
32,Male,1,0,
37,Female,2,1,5
45,Male,2,1,5
20,Female,1,0,
26,Male,1,0,
,Male,1,0,
37,Female,1,2,
27,Male,1,1,
24,Male,1,0,
33,Male,1,0,
24,Female,1,1,5
24,Male,1,1,
25,Male,1,0,
18,Male,1,0,
45,Male,2,0,
22,Female,1,0,
20,Male,1,1,4
111,Male,1,0,
32,Male,1,0,
25,Male,1,1,
26,Female,1,1,
18,Male,1,1,
23,Male,1,1,
22,Male,1,1,
30,Male,1,2,
28,Male,2,2,
32,Female,1,1,
18,Male,1,0,
,Male,1,0,
20,Male,1,1,
,Female,3,0,
,Male,2,1,
29,Male,1,1,
25,Male,1,0,
22,Male,1,1,
32,Female,1,0,
23,Male,1,0,
22,Male,1,1,
25,Male,1,1,
,Male,2,1,
25,Female,1,1,5
25,Male,1,0,
32,Male,1,1,5
25,Male,1,0,
,Male,2,1,5
19,Male,1,1,
25,Male,1,1,5
,Male,2,1,
25,Male,1,0,
26,Male,2,0,
20,Male,1,0,
25,Male,1,0,
,Male,2,0,
22,Male,1,1,5
19,Female,1,1,
,Male,2,1,5
19,Female,1,0,
21,Male,1,1,
29,Male,1,2,
19,Female,1,1,
23,Male,1,0,
23,Male,1,1,
38,Male,1,0,
20,Male,1,1,
25,Male,1,1,
25,Male,1,1,
29,Female,1,0,
43,Male,1,0,
27,Male,1,0,
32,Male,1,0,
19,Female,1,1,
19,Female,1,0,
15,Female,1,0,
37,Male,1,0,
22,Male,1,1,
26,Male,1,1,
23,Female,1,1,
26,Male,1,0,
24,Male,1,1,4
,Male,2,0,
23,Male,1,1,
15,Male,2,0,
24,Male,2,0,
29,Female,1,1,5
20,Male,1,0,
29,Male,1,0,
,Female,2,1,
23,Female,1,0,
30,Male,1,1,5
26,Male,1,0,
,Male,1,0,
19,Male,1,0,
38,Male,1,0,
,Male,1,0,
31,Male,1,1,5
26,Male,2,0,
19,Male,2,1,5
30,Female,1,1,5
21,Female,1,0,
21,Male,1,0,
20,Female,1,0,
22,Female,1,1,
24,Male,1,1,5
25,Male,1,0,
20,Female,1,0,
60,Male,1,0,
21,Male,1,0,
29,Male,2,1,5
20,Female,1,0,
,Male,2,0,
,Male,2,0,
20,Male,1,1,
27,Male,1,0,
24,Male,2,2,
24,Male,1,0,
,Male,2,0,
,Others,2,0,
21,Male,2,1,
,Male,1,0,
19,Male,1,1,
,Male,2,0,
23,Male,1,1,
,Male,2,1,5
26,Female,2,1,5
17,Male,1,0,
,Male,2,0,
29,Male,1,0,
25,Male,1,0,
39,Male,3,1,5
,Male,1,0,
48,Male,1,1,5
12,Male,1,0,
13,Male,1,0,
23,Male,1,0,
29,Male,1,0,
34,Male,1,0,
19,Male,1,1,5
44,Female,4,0,
24,Female,1,0,
20,Male,1,0,
20,Female,1,1,
34,Female,1,0,
,Female,3,1,
35,Female,1,1,5
50,Male,1,0,
21,Female,1,0,
21,Male,1,1,5
,Male,1,0,
22,Female,1,1,
,Male,2,1,
,Male,1,0,
22,Female,1,1,
22,Female,2,0,
28,Male,1,0,
25,Male,1,0,
16,Male,1,0,
26,Male,1,0,
23,Male,1,0,
24,Male,1,0,
,Female,2,0,
,Male,1,0,
20,Female,1,1,5
26,Male,2,0,
,Male,2,0,
32,Male,1,1,
,Male,2,0,
34,Male,2,0,
30,Male,1,0,
,Male,2,0,
21,Male,1,0,
,Male,1,0,
27,Female,1,1,4
24,Female,1,0,
28,Male,1,0,
26,Male,1,0,
26,Male,2,3,5
23,Male,2,1,4
28,Male,1,1,
,Male,1,0,
18,Female,2,0,
22,Male,1,0,
25,Male,1,0,
35,Male,1,2,5
22,Male,1,1,
15,Male,1,0,
19,Female,1,0,
27,Male,1,1,5
,Male,2,1,
22,Female,1,1,
23,Male,1,0,
23,Male,1,0,
,Male,1,0,
20,Female,1,1,
22,Female,2,1,5
18,Male,1,1,
17,Male,2,1,5
22,Male,1,1,
27,Male,1,0,
,Male,2,0,
26,Female,1,1,5
,Male,1,0,
30,Male,1,1,
,Male,1,0,
24,Male,1,1,
30,Male,1,0,
,Male,2,0,
23,Male,1,0,
,Male,1,0,
37,Male,1,1,5
25,Male,1,0,
29,Male,1,1,
30,Male,1,1,5
22,Female,1,1,
,Female,1,0,
42,Male,1,0,
28,Male,1,1,
31,Male,1,1,
18,Male,1,0,
26,Male,1,0,
,Male,2,1,
19,Female,1,1,
,Male,2,0,
22,Female,1,0,
17,Male,1,0,
26,Male,1,0,
34,Female,1,0,
54,Male,1,1,
20,Female,1,0,
41,Male,1,1,
25,Male,3,5,5
23,Female,1,1,5
,Male,1,0,
12,Male,1,0,
27,Female,1,1,5
,Male,2,0,
24,Male,1,1,3
,Male,2,0,
,Male,1,0,
,Male,1,0,
23,Male,2,1,
28,Male,1,1,
36,Male,1,1,5
,Male,1,0,
22,Male,1,0,
965,Male,1,0,
,Female,1,0,
23,Female,1,0,
28,Male,1,1,5
,Male,2,0,
18,Male,1,1,1
,Male,1,0,
21,Male,1,1,4
19,Male,1,0,
20,Female,1,1,5
17,Female,1,0,
41,Male,1,1,
33,Male,3,2,
,Male,1,0,
25,Male,1,0,
,Others,1,0,
43,Male,1,0,
26,Male,1,0,
25,Male,1,0,
20,Male,1,0,
26,Male,1,1,
22,Female,1,0,
,Female,2,0,
13,Female,1,0,
34,Male,2,0,
24,Male,1,1,
25,Male,1,0,
,Female,2,1,5
24,Male,1,0,
21,Male,1,0,
18,Female,1,1,
33,Female,1,0,
,Male,2,1,
,Male,2,0,
27,Male,1,1,
23,Male,1,1,5
,Male,2,0,
,Female,2,1,5
23,Female,1,1,5
24,Male,1,0,
29,Male,1,0,
,Male,4,0,
25,Female,1,0,
,Female,2,1,5
27,Female,1,1,
22,Female,1,1,5
28,Male,1,1,5
45,Male,1,1,
18,Female,1,1,
21,Male,1,1,5
26,Male,1,0,
18,Male,1,0,
25,Male,2,1,
27,Male,1,1,5
36,Male,1,0,
,Male,1,0,
57,Male,1,1,
24,Male,1,4,4
,Male,2,0,
18,Male,1,0,
21,Female,1,1,
37,Female,3,2,
17,Female,1,0,
32,Female,1,1,
18,Female,1,0,
,Male,2,1,
,Male,2,0,
,Male,2,1,
25,Male,1,0,
31,Male,1,0,
23,Male,1,2,5
30,Male,2,1,5
22,Male,1,0,
20,Male,1,1,
30,Male,1,3,
23,Male,1,0,
19,Male,2,0,
21,Female,1,1,
19,Female,1,1,
18,Male,1,0,
25,Female,1,0,
,Male,2,1,
20,Male,1,0,
23,Female,1,1,5
24,Male,1,0,
22,Female,1,1,5
42,Male,3,1,
30,Female,1,1,5
33,Male,1,1,
23,Male,1,1,
,Male,2,0,
26,Female,1,1,5
18,Female,1,0,
40,Male,3,0,
17,Male,1,0,
,Female,2,0,
,Male,2,0,
31,Male,2,1,5
21,Female,1,1,
,Male,2,0,
27,Male,1,0,
,Male,2,0,
30,Male,1,1,
42,Male,4,1,
,Female,2,2,
25,Female,1,1,5
26,Female,1,0,
22,Male,1,0,
21,Male,1,0,
24,Male,1,1,
25,Female,1,1,
20,Male,1,1,
25,Female,1,0,
,Male,2,0,
28,Female,1,1,4
21,Male,2,1,
19,Male,1,1,
28,Male,1,1,5
28,Male,1,1,
,Male,1,0,
17,Male,1,0,
29,Female,1,0,
,Female,2,0,
19,Female,1,0,
27,Male,1,0,
18,Male,3,1,5
26,Male,1,0,
22,Male,1,0,
60,Male,1,0,
29,Male,1,0,
45,Male,1,1,5
23,Male,1,0,
25,Male,1,0,
,Male,1,0,
46,Female,1,0,
29,Male,1,1,
,Male,1,0,
26,Male,1,0,
,Male,2,0,
16,Male,1,0,
17,Male,1,0,
23,Male,1,1,
,Male,1,0,
30,Female,1,0,
27,Female,2,1,5
20,Female,1,1,4
,Male,1,0,
25,Male,1,1,4
24,Male,1,1,
,Male,2,0,
20,Male,3,0,
19,Male,1,0,
22,Male,1,1,
21,Male,1,1,
19,Male,1,0,
45,Female,1,0,
,Male,1,0,
83,Male,1,0,
18,Female,2,0,
31,Male,1,1,5
24,Male,1,0,
21,Male,1,0,
21,Male,1,1,3
25,Male,1,1,
27,Female,2,1,
21,Male,1,0,
,Male,1,0,
22,Male,1,0,
18,Male,1,0,
27,Male,1,0,
19,Female,3,1,5
25,Male,1,1,
27,Male,1,1,1
34,Male,1,1,
27,Male,1,0,
18,Male,1,0,
25,Female,1,1,
18,Female,1,0,
18,Male,1,0,
,Male,1,0,
,Female,2,0,
35,Male,1,1,5
32,Male,1,1,4
17,Male,2,0,
,Male,3,0,
16,Male,1,0,
35,Male,2,1,
,Male,2,0,
27,Male,1,1,
30,Male,1,1,
,Male,1,0,
25,Male,1,0,
19,Female,2,0,
17,Male,1,0,
36,Male,1,0,
22,Female,1,1,5
21,Male,1,1,5
,Male,2,1,
,Male,2,0,
19,Male,1,0,
28,Male,1,0,
22,Female,1,0,
25,Male,2,0,
25,Female,1,1,5
20,Female,1,1,
30,Female,1,1,
